# run,row,col,
1,1013,3165
1,5589,5314
1,680,1418
1,2267,4403
2,5212,6229
2,3304,2273
2,725,1160
2,1017,1272
3,3253,2283
3,4244,3725
3,4207,5998
3,717,2906
4,4866,5839
4,1056,2468
4,2589,4978
4,675,953
5,1101,547
5,4548,5048
5,3635,4578
5,1730,1712
6,4560,5538
6,2661,3382
6,3429,6025
6,1287,2280
7,4682,2514
7,403,2308
7,5147,4967
7,1238,2931
8,4707,3159
8,4050,6430
8,4437,1167
8,1124,2294
9,3920,4309
9,3406,2206
9,4816,6249
9,4031,6858
10,1768,4021
10,2778,2280
10,2450,3955
10,2788,3031
11,4862,4288
11,3837,5552
11,3974,2548
11,3091,1617
12,4077,2061
12,5021,6268
12,5203,3560
12,3305,3450
13,1527,2240
13,3801,4666
13,3959,6139
13,4552,4960
14,3396,3838
14,4016,6396
14,247,1712
14,4595,3399
15,4284,3247
15,4536,3296
15,3261,4657
15,2773,3911
16,4820,3650
16,983,704
16,1406,2962
16,3592,4425
17,4669,6574
17,4396,4876
17,3402,5031
17,5009,7043
18,5543,5178
18,2398,3884
18,2428,1398
18,5024,5376
19,4135,4101
19,5567,1563
19,3197,4129
19,4550,3236
20,3808,5447
20,3863,2394
20,4759,4754
20,4599,3162
21,4873,7311
21,3592,5409
21,4627,6564
21,4944,3837
22,5121,1270
22,3341,4379
22,4902,4711
22,2285,4399
23,3633,4853
23,4273,2922
23,4097,2061
23,3882,3184
24,2692,2531
24,723,1703
24,4499,5558
24,3854,3310
25,5540,1427
25,4743,5001
25,417,2294
25,1172,2499
26,2162,2844
26,288,1883
26,2412,3950
26,4341,5566
27,3258,623
27,2420,4775
27,745,2190
27,1643,1800
28,2681,4487
28,3622,3460
28,4382,3982
28,601,2171
29,643,1405
29,2576,2342
29,5398,5328
29,4936,5603
30,4334,4212
30,4862,3492
30,3272,5978
30,2184,2859
31,982,2699
31,475,2021
31,4115,6257
31,3428,4269
32,4218,5271
32,4808,3536
32,2083,3007
32,4819,7062
33,3100,3046
33,3917,1950
33,3960,3913
33,3948,2488
34,2998,2877
34,5212,6549
34,3228,2588
34,4735,6913
35,2224,2710
35,5469,5238
35,2316,1813
35,4905,4495
36,1063,1554
36,4877,6248
36,505,1268
36,501,2368
37,1818,3927
37,5431,1552
37,4588,7242
37,2734,3210
38,2971,3767
38,4382,3434
38,5464,2358
38,4377,6663
39,923,2038
39,1371,2917
39,3359,4982
39,2376,1946
40,4859,6391
40,509,1544
40,330,2681
40,5578,5181
41,377,994
41,3309,3265
41,3213,4604
41,4801,6099
42,2247,2430
42,3196,1730
42,4810,6780
42,1855,2111
43,1114,2356
43,4782,2751
43,5170,2827
43,2071,284
44,3073,3105
44,3152,6032
44,3384,5113
44,2465,3407
45,5430,5730
45,2468,4531
45,3942,3197
45,3239,6079
46,4098,2589
46,3135,1714
46,3244,1854
46,5282,5765
47,4279,2556
47,3780,6029
47,4583,2689
47,3196,1899
48,3259,3310
48,3782,4838
48,664,1384
48,925,922
49,4821,5747
49,4867,6180
49,3043,2691
49,5671,1661
50,5061,3711
50,4108,4979
50,3260,4296
50,4552,3198
51,842,1370
51,1735,2096
51,4144,3579
51,2934,3081
52,3874,4142
52,2203,1313
52,3808,4641
52,4001,3209
53,540,1314
53,3573,2932
53,4988,3992
53,1013,3038
54,3006,4240
54,5547,1755
54,2313,1757
54,4638,3905
55,1732,2353
55,5082,4890
55,2540,3687
55,211,2514
56,4355,4570
56,3986,2703
56,502,1188
56,3378,3268
57,1716,2830
57,5408,1377
57,3876,5400
57,5214,5292
58,4399,5335
58,2488,1599
58,711,1754
58,3773,2682
59,3091,1610
59,4038,1155
59,1997,1671
59,5575,1932
60,4837,7250
60,5025,4442
60,1631,2832
60,2862,4553
61,3407,2355
61,791,1231
61,4104,1044
61,1244,2386
62,4728,4830
62,2876,4312
62,3072,3158
62,5160,2821
63,4002,3748
63,2660,2231
63,2971,2227
63,4204,4333
64,4127,3420
64,2867,4491
64,2819,2889
64,2864,1565
65,5236,5379
65,3643,2593
65,4189,6961
65,4724,4823
66,2381,2548
66,4964,5452
66,4452,6749
66,1950,1782
67,2802,2929
67,2305,2248
67,3663,5182
67,2675,1599
68,4069,6273
68,2346,3646
68,545,2519
68,765,915
69,3083,3242
69,2521,1779
69,454,2484
69,4631,3488
70,2294,1430
70,522,2533
70,1675,3020
70,4153,4086
71,415,2472
71,2596,3292
71,4569,4238
71,3045,2797
72,5029,5236
72,3670,1545
72,1974,2038
72,5235,3897
73,934,2595
73,2283,3701
73,1208,1747
73,763,1426
74,1201,2442
74,1250,3636
74,926,952
74,4829,6258
75,5479,1530
75,4586,3689
75,4336,6466
75,1578,3173
76,2200,3452
76,5276,5217
76,5138,4585
76,536,2621
77,226,2506
77,3508,3522
77,1217,3226
77,4475,2062
78,2152,1325
78,3280,2834
78,5377,2492
78,5438,5266
79,2519,2027
79,1567,3624
79,4957,3370
79,3683,5253
80,2722,3560
80,4513,4995
80,661,2315
80,3165,3451
81,3068,2589
81,2606,2807
81,4437,3726
81,3679,1962
82,3749,4673
82,3227,4555
82,1339,1553
82,1498,3108
83,2007,2886
83,4704,1111
83,4876,3767
83,5406,5241
84,5028,1156
84,4908,5451
84,4359,2371
84,774,1754
85,2349,3500
85,3466,2757
85,2705,4580
85,5105,2829
86,5303,2668
86,2850,1164
86,5264,2773
86,5349,1850
87,5102,3229
87,4021,4950
87,1262,3362
87,4600,4036
88,5512,3464
88,5213,6011
88,1885,2134
88,134,2082
89,2430,4096
89,4405,6045
89,3142,3943
89,4914,3160
90,3482,3912
90,5418,2576
90,4393,5248
90,1565,3213
91,708,1209
91,3992,4219
91,1666,1475
91,396,2391
92,3661,3863
92,3054,2564
92,2103,2722
92,1238,2985
93,3768,2667
93,1797,2696
93,3154,4577
93,4570,2763
94,747,1286
94,1288,2876
94,5394,2237
94,2338,1638
95,1200,2108
95,4162,4296
95,5076,3317
95,4651,5410
96,3573,5214
96,1855,3855
96,5664,4987
96,4903,1082
97,4273,3354
