# run,row,col,
1,7106,1532
1,11798,5905
1,1978,7025
1,1181,6842
1,7380,6104
1,4362,5869
1,3354,3329
1,9845,1796
1,9573,8665
1,9563,5644
1,5625,8394
1,1589,6249
1,11038,8519
1,5128,7720
1,3523,3738
1,2885,1915
1,10852,4261
1,6117,3649
1,6333,3260
1,8461,4724
1,6381,7064
1,1212,5663
1,8881,8917
1,8093,8522
1,5081,6384
2,3547,7782
2,1872,5050
2,8060,3967
2,7764,2984
2,1845,1983
2,5223,7989
2,10093,1909
2,10028,2242
2,1239,5652
2,8043,5571
2,3371,4843
2,7652,8687
2,12240,7603
2,671,8893
2,2995,1911
2,7387,2529
2,5297,2572
2,11536,1690
2,7208,5140
2,2182,2029
2,4227,2096
2,11173,6413
2,921,4598
2,9606,6140
2,5393,8257
3,5878,6299
3,9284,2476
3,5372,4327
3,5272,7138
3,3089,8942
3,2179,8398
3,9813,5412
3,10171,1148
3,10586,7872
3,9651,5059
3,1874,7884
3,10049,8056
3,7939,6065
3,7163,6678
3,7344,4283
3,4781,5931
3,11375,7800
3,4347,1117
3,7095,3203
3,7781,4886
3,6642,5256
3,4832,4868
3,9913,3246
3,8727,4900
3,8914,4845
4,12495,7495
4,5943,8324
4,11935,6651
4,10937,1774
4,11283,8712
4,2872,5883
4,7233,4717
4,1698,7310
4,5555,6317
4,7654,6975
4,4313,3878
4,3799,3725
4,2401,1208
4,8739,6411
4,8614,6203
4,5522,3393
4,9578,6548
4,5692,4842
4,11164,5151
4,4271,2150
4,7407,4561
4,10887,6543
4,1701,1624
4,2035,5277
4,1567,772
5,10056,2868
5,6734,7338
5,2072,1004
5,8499,7428
5,8118,2265
5,10720,2421
5,2372,1344
5,8884,4918
5,5736,3094
5,3860,6925
5,8830,7933
5,6087,4496
5,6830,7195
5,1002,9178
5,9953,7433
5,10015,1702
5,5708,4555
5,10359,5072
5,9781,1614
5,4136,6864
5,2257,2909
5,9482,7987
5,5623,2542
5,6985,6174
5,11846,8595
6,9184,4711
6,3149,5600
6,702,2449
6,4983,4244
6,2844,990
6,10406,2151
6,7074,5570
6,7146,3109
6,2559,8705
6,10446,2162
6,8631,877
6,9531,6318
6,3188,1934
6,8051,5625
6,4443,8268
6,2023,6158
6,9622,5482
6,9157,4184
6,3504,4015
6,3277,6192
6,6392,6129
6,1370,3141
6,1388,3741
6,2399,2850
6,8528,6034
7,10216,7998
7,6513,7256
7,958,4239
7,1624,7899
7,9549,3113
7,1171,2410
7,10412,1753
7,2770,5167
7,753,8006
7,6437,1896
7,9891,8847
7,6740,5044
7,5839,6715
7,5457,4796
7,679,7931
7,11145,2270
7,2003,7301
7,2288,4772
7,480,1982
7,7539,5263
7,5565,1880
7,4965,6124
7,5715,7431
7,752,5879
7,4793,1554
8,9472,3757
8,764,9206
8,790,5320
8,3466,6021
8,8415,1221
8,4025,6561
8,4583,5536
8,4008,3808
8,9526,6501
8,10261,6514
8,4497,4893
8,7567,6377
8,6798,7993
8,8426,785
8,6522,5518
8,1707,4172
8,5592,3842
8,4972,5064
8,1799,1371
8,2492,6664
8,4704,4394
8,11157,3464
8,1606,8524
8,10455,3324
8,5682,1055
9,2090,1574
9,1009,5113
9,7971,2052
9,6063,6092
9,9506,2974
9,5683,2185
9,2265,2479
9,8603,7120
9,8646,6050
9,11207,6150
9,10550,9084
9,8398,2240
9,6932,3309
9,10174,7157
9,3891,6807
9,3982,4759
9,5079,8079
9,3012,3070
9,673,8102
9,7779,7932
9,2663,3357
9,3243,8387
9,1932,8203
9,5967,6058
9,4671,8191
10,9131,1309
10,2584,7969
10,4153,6493
10,8373,6728
10,9647,1605
10,3389,5317
10,3095,2793
10,8587,7879
10,3342,7510
10,1440,3818
10,10049,1195
10,3813,7997
10,10768,8413
10,5283,2511
10,6887,7210
10,10751,5010
