# run,row,col,
1,2499,4079
1,1868,1680
1,1190,2720
1,3424,2525
1,1522,645
1,111,2728
1,2049,656
1,1548,1958
1,3610,3328
1,4113,3899
1,1187,3753
1,400,2142
1,3008,3317
1,4533,4030
1,3481,1496
1,2524,2323
1,4198,4016
1,2079,2011
1,1987,2991
1,3119,563
1,3306,2670
1,4031,4016
1,1663,1420
1,527,1151
1,1715,740
2,3337,2379
2,468,3114
2,269,616
2,3040,2690
2,2231,3673
2,4322,3477
2,4041,2542
2,2205,900
2,2214,2023
2,1368,3849
2,426,1024
2,2528,646
2,3383,2597
2,1873,2644
2,1040,3243
2,3103,2699
2,762,2883
2,1809,4075
2,3310,3146
2,1225,764
2,411,3438
2,1962,2672
2,3248,2229
2,2737,2331
2,3635,3163
3,4535,4019
3,3774,2877
3,3207,3645
3,809,1277
3,2557,1184
3,2103,3452
3,1443,1415
3,3044,3955
3,3272,1642
3,3271,2974
3,3655,2962
3,3403,3744
3,2377,1557
3,1617,3132
3,2530,1120
3,3801,1352
3,1449,1583
3,2830,998
3,3442,3664
3,3191,2379
3,2770,1081
3,1825,1596
3,435,1374
3,1529,3328
3,2701,4028
4,2959,3347
4,1779,1253
4,2979,3395
4,355,2817
4,2377,3432
4,3561,3766
4,1324,1584
4,3692,2723
4,4187,3091
4,757,2994
4,2680,1911
4,1196,3757
4,2159,3619
4,2390,3949
4,943,1418
4,1750,283
4,3376,3401
4,1776,4167
4,2958,1115
4,4197,3220
4,2581,1629
4,1788,2734
4,1842,1207
4,2864,1705
4,2415,1155
5,4045,4004
5,3270,2470
5,808,842
5,2556,4148
5,3860,1259
5,4148,3465
5,3115,1527
5,2849,2247
5,1668,1803
5,3327,1288
5,1528,2826
5,4186,1623
5,2404,1889
5,2964,2754
5,448,1896
5,3678,946
5,4162,1723
5,2182,1950
5,2625,1149
5,2917,1034
5,1634,3090
5,259,704
5,2866,1753
5,2681,4003
5,1711,1402
6,2357,2484
6,2253,1085
6,3667,1376
6,194,2287
6,1083,1343
6,3512,2824
6,4071,3492
6,2314,655
6,1601,2614
6,480,685
6,327,3506
6,192,2285
6,661,1826
6,1191,3702
6,2390,3171
6,3755,2876
6,3802,2131
6,144,2887
6,1321,2281
6,1634,3066
6,1186,4060
6,3091,357
6,3004,2341
6,3927,1898
6,2496,4050
7,208,1842
7,3287,601
7,3756,2363
7,3768,2504
7,1054,594
7,936,1669
7,3183,2940
7,543,2566
7,2167,730
7,1329,3981
7,3329,1449
7,2782,1690
7,2614,958
7,3638,1436
7,1702,1038
7,3904,1650
7,4103,1918
7,4014,779
7,145,3367
7,1835,3179
7,2076,1198
7,2536,1738
7,2946,3595
7,2378,4024
7,4095,875
8,3958,2060
8,1725,2665
8,361,2792
8,580,3224
8,2149,1434
8,1225,1120
8,1645,3360
8,658,2336
8,1852,1711
8,588,2726
8,3973,3347
